"PointID","OSEWellID","OSEWelltagID","HoleDepth","WellDepth","CasingDiameter","CasingDepth","CasingDescription","FormationZone","Meaning"
"NM-04898","","","","80","","","","110AVMB","Unused"
"SB-0329","X","","","225","","","","318BSVP","Irrigation"
"NM-17142","","","","153","","","","110AVMB","Irrigation"
"EB-668","RG-10316 CLW","","400","400","0.3799999952316284","400","","121TSUQs","Domestic"
"NM-25069","","","","255","","","","121OGLL","Irrigation"
"NM-01341","","","","","","","","","Unused"
"NM-21339","","","77","77","","","","","Irrigation"
"NM-10089","","","","1158","","","","313SADR","Unused"
"NM-14410","","","","","","","","121OGLL","Livestock"
"NM-02282","","","","900","","","","313CPTN","Unused"
"NM-03379","","","","","","","","110AVMB","Unused"
"NM-09198","","","","","","","","","Domestic"
"NM-00659","H-00102","","","273","1.3300000429153442","","","310YESOG","Irrigation"
"NM-13632","","","","116","","","","121OGLL","Unused"
"EB-359","RG-38073 X5","","1350","1340","1","1340","","121TSUQs","Unused"
"NM-18956","","","","185","","","","231SNRS","Livestock"
"NM-14305","","","","523","","","","313SADR","Unused"
"NM-02854","","","","","","","","313ARTS","Livestock"
"NM-10209","","","335","335","","","","110AVMB","Livestock"
"UC-0198","CT-00735","","124","124","0.550000011920929","","","","Livestock"
"NM-12212","","","","202","","","","110AVMB","Irrigation"
"NM-13933","","","","44","","","","110AVMB","Unused"
"NM-12073","","","","","","","","121OGLL","Unused"
"NM-23012","","","","82","","","","231CHNL","Livestock"
"NM-20754","","","","","","","","110AVMB","Unused"
"SD-0022","X","","200","200","0.5","","","325MDER","Livestock"
"NM-02156","","","","300","","","","110AVMB","Irrigation"
"NM-02716","","","","99","","","","110AVMB","Livestock"
"WL-0197","ST-00061S","","","86","","","","313SADR","Open, unequipped well"
"NM-27710","","","","","","","","121OGLL","Unused"
"NM-25169","","","","395","","","","211PNLK","Livestock"
"NM-23155","","","","60","","","","231CHNL","Livestock"
"NM-03936","","","","","","","","","Unused"
"NM-06274","","","","","","","","313YATS","Livestock"
"NM-17946","","","","33","","","","110AVMB","Livestock"
"NM-20084","","","","","","","","231CHNL","Unused"
"ED-0189","","","","","1.1666666269302368","","","110ALVM","Irrigation"
"NM-21838","","","","180","","","","220ENRD","Irrigation"
"NM-19394","","","","","","","","121OGLL","Livestock"
"NM-27028","RG-05276 S2","","235","235","1","235","","","Irrigation"
"NM-25065","RG-12949","","600","600","0.5","597","","121TSUQ","Domestic"
"NM-24668","","","240","240","","","","","Domestic"
"NM-18003","","","","85","","","","121OGLL","Livestock"
"NM-00606","","","","165","","","","121OGLL","Irrigation"
"NM-02676","","","","610","","","","313SADR","Irrigation"
"NM-19029","","","","","","","","231SNRS","Domestic"
"NM-13301","","","","100","","","","121OGLL","Unused"
"AH-042","RG-86530","","496","496","0.5416666865348816","396","","","Domestic"
"NM-11050","","","","211","","","","","Livestock"
"NM-24915","","","","440","","","","","Domestic"
"NM-02030","","","","","","","","","Unused"
"TB-0079","T-03062","","295","295","0.5","295","","112QTBF","Commercial"
"NM-16976","","","","62","","","","110AVMB","Unused"
"NM-00937","","","","315","","","","121OGLL","Irrigation"
"NM-12191","","","","1186","","","","313SADR","Unused"
"NM-27208","","","","515","","","","110AVMB","Irrigation"
"NM-05786","LRG-1688-S-3","","600","600","1.5","200","","110AVMB","Irrigation"
"AR-0046","SJ-02266","","","","0.5799999833106995","","","","Irrigation"
"NM-16490","","","","","","","","110AVMB","Livestock"
"TO-0218","","","","450","1.5","","","112QTBF","Irrigation"
"WL-0048","RG-71916","","","","0.4000000059604645","","","112QTBF","Domestic"
"NM-26849","","","","124","","","","","Observation"
"NM-11199","","","","110","","","","121OGLL","Irrigation"
"DA-0066","","","","","","","","","Commercial"
"NM-24874","","","","61","","","","","Unused"
"NM-11591","","","","","","","","110AVMB","Irrigation"
"PC-049","RG-33613","","600","600","0.41999998688697815","600","","221MRSN/JCKP","Domestic"
"NM-08053","","","120","120","","","","","Livestock"
"NM-27066","","","","210","","","","","Public supply"
"NM-07471","","","","","","","","","Unused"
"NM-08161","","","","","","","","","Unused"
"NM-23568","","","","","","","","","Unused"
"NM-20902","","","76","","","","","231CHNL","Livestock"
"NM-01574","","","","38","","","","211GRRS","Livestock"
"NM-22459","","","1489","1475","","","","112SNTF","Public supply"
"NM-18605","","","","170","","","","231SNRS","Livestock"
"NM-09586","","","27","","","","","","Domestic"
"NM-03697","CD-00002","","","22","","","","","Livestock"
"QY-0599","","","96","96","1.3333333730697632","","","121OGLL","Unknown"
"NM-15652","","","","158","","","","","Irrigation"
"NM-13272","","","","","","","","110AVMB","Unused"
"NM-23788","","","","250","","","","231SNRS","Irrigation"
"ED-0365","","","","22","","","","110ALVM","Livestock"
"NM-03505","","","","45","","","","231CHNL","Unused"
"NM-17736","","","","42","","","","313ARTS","Domestic"
"NM-08412","","","","705","","","","313GRBG","Irrigation"
"NM-12442","","","","1167","","","","313SADR","Unused"
"QY-0137","","","48","48","0.4166666567325592","","","110ALVM","Livestock"
"NM-05362","","","","13","","","","110AVMB","Unused"
"NM-20952","","","","188","","","","121OGLL","Unused"
"NM-07990","","","113","113","","","","121OGLL","Unused"
"NM-26838","","","","44","","","","","Observation"
"NM-11641","","","","124","","","","121OGLL","Livestock"
"NM-18912","","","","437","","","","121OGLL","Irrigation"
"NM-26107","","","35","27","","","","","Unused"
"NM-12684","","","","210","","","","210CRCS","Domestic"
"NM-05375","","","","","","","","","Unused"
"NM-11676","","","","","","","","121OGLL","Unused"
"NM-03619","","","","386","","","","211DKOT","Irrigation"
"NM-13083","","","","425","","","","313SADR","Irrigation"
"NM-25834","","","60","60","","","","110AVMB","Domestic"
"EB-477","RG-00304","","800","780","1.3329999446868896","780","","121TSUQs","Public supply"
"NM-15850","","","","570","","","","","Livestock"
"NM-01024","","","","525","","","","121OGLL","Irrigation"
"NM-13870","","","","240","","","","313SADR","Domestic"
"NM-13451","","","","","","","","121OGLL","Unused"
"NM-16161","","","","","","","","313ARTS","Livestock"
"EB-300","Exempt","","2495","510","","290","","121TSUQacuf","Observation"
"NM-24670","","","","","","","","","Irrigation"
"NM-02269","","","714","712","","","","112SNTF","Domestic"
"AR-0219","SJ-02211","","25","25","0.550000011920929","25","","","Irrigation"
"NM-09659","","","","115","","","","121OGLL","Unused"
"NM-07847","","","","80","","","","121OGLL","Irrigation"
"EB-678","RG-18515","","192","192","0.5","192","","400EMBD","Unknown"
"AH-035","RG-79334","","520","520","0.5416666865348816","520","","","Domestic"
"NM-04435","","","","470","","","","231SNRS","Unused"
"NM-21648","","","","27","","","","110AVMB","Irrigation"
"NM-00077","","","","","","","","110AVMB","Livestock"
"NM-07281","","","224","224","","","","110BLSN","Domestic"
"NM-18971","","","","420","","","","121OGLL","Irrigation"
"NM-11253","","","14","14","","","","110AVMB","Domestic"
"ED-0337","","","","190","0.6666666865348816","","","312CSTL/312RSLR","Irrigation"
"NM-12541","","","52","52","","","","","Unused"
"QY-0884","","","40","40","0.5","","","231CHNL","Livestock"
"NM-22878","","","","95","","","","231CHNL","Livestock"
"NM-09606","","","","","","","","","Unused"
"NM-01727","","","330","330","","","","211FRMG","Livestock"
"NM-06854","","","","350","","","","313CPTN","Domestic"
"NM-15485","","","","","","","","121OGLL","Domestic"
"NM-07072","","","","","","","","110AVMB","Livestock"
"SD-0256","X","","75","75","","","","231CHNL","Domestic"
"NM-27902","","","","150","","","","231SNRS","Domestic"
"NM-22440","","","","","","","","","Irrigation"
"NM-08000","","","","350","","","","313ARTS","Livestock"
"NM-03684","","","","","","","","231DCKM","Irrigation"
"NM-04532","","","597","597","","","","110AVMB","Livestock"
"NM-03786","M-01821","","325","325","1.350000023841858","","","110AVMB","Open, unequipped well"
"NM-08347","","","480","","","","","","Livestock"
"NM-18283","","","","150","","","","110AVMB","Livestock"
"NM-08001","","","","","","","","","Irrigation"
"NM-09245","","","","","","","","110AVMB","Unused"
"NM-02991","","","","151","","","","110AVMB","Irrigation"
"NM-06441","","","500","420","","","","110BLSN","Unused"
"NM-00644","","","","930","","","","313SADR","Unused"
"SO-0154","X","","84","84","0.17000000178813934","","","","Observation"
"NM-17197","","","165","165","","","","121OGLL","Irrigation"
"NM-27198","X","","","","","","","","Unknown"
"SB-0179","X","","","257","","","","110ALVM","Domestic"
"SD-0037","X","","168","168","","","","325MDER","Unused"
"NM-14033","","","","70","","","","110AVMB","Irrigation"
"NM-00654","","","","63","","","","110AVMB","Public supply"
"NM-09413","","","","903","","","","313GRBG","Unused"
"NM-05930","","","","96","","","","110AVMB","Irrigation"
"NM-15791","","","","64","","","","","Irrigation"
"NM-27653","","","","40","","","","110AVMB","Livestock"
"NM-08510","","","","60","","","","121OGLL","Domestic"
"NM-27783","","","","160","","","","231CHNL","Livestock"
"SB-0561","X","","","1177","","","","210CRCS","Unused"
"SB-0167","X","","","300","","","","112SBDM","Unused"
"NM-10196","","","150","150","","","","121OGLL","Domestic"
"NM-23975","","","360","360","","","","000EXRV","Livestock"
"NM-14808","","","278","278","","","","313SADR","Unused"
"NM-05814","","","","567","","","","312RSLR","Unused"
"NM-01268","","","1437","1364","","","","112SNTF","Public supply"
"BW-0870","","","","44","0.4166666567325592","","","110AVMB","Shared domestic"
"NM-09421","","","","","","","","","Livestock"
"NM-23971","","","","500","","","","210MNCS","Domestic"
"TV-131","RG-78874","","460","460","0.4166666567325592","460","","410PRCQ","Unused"
"NM-26368","","","","","","","","110AVMB","Livestock"
"NM-07497","","","100","100","","","","121OGLL","Mining"
"NM-02076","","","","","","","","110AVMB","Irrigation"
"NM-12730","","","","153","","","","110AVMB","Unused"
"NM-18350","","","180","","","","","211MVRD","Livestock"
"NM-24738","RG-07141","","","276","0.4699999988079071","276","","121TSUQ","Domestic"
"NM-16905","","","","","","","","110AVMB","Livestock"
"DA-0010","","","","350","","","","112SNTF","Livestock"
"NM-13125","","","","610","","","","313ARTS","Unused"
"CP-0021","CC-00543 POD1","","390","390","1.1699999570846558","","","","Public supply"
"NM-26749","","","","","","","","110AVMB","Unused"
"NM-01581","","","","18","","","","121OGLL","Unused"
"QY-0428","","","176","176","0.5","","","231SNRS","Livestock"
"NM-21049","","","","","","","","121OGLL","Unused"
"NM-27633","","","","","","","","110AVMB","Livestock"
"NM-25881","","","","124","","","","121OGLL","Irrigation"
"NM-19663","","","","250","","","","231SNRS","Domestic"
"SO-0045","","","","200","","","","318JOYT","Shared domestic"
"NM-26114","","","310","310","","","","","Domestic"
"NM-14528","","","","","","","","121OGLL","Domestic"
"MI-0069","","","","61","0.5","","","220ENRD","Shared domestic"
"NM-17644","","","","","","","","231SNRS","Livestock"
"NM-26208","","","","80","","","","110AVMB","Domestic"
"NM-10907","","","","","","","","110AVMB","Livestock"
"AR-0027","X","","","48","0.800000011920929","","","","Irrigation"
"NM-23142","","","","50","","","","110AVMB","Irrigation"
"NM-26708","","","155","","","","","112SNTF","Irrigation"
"NM-06088","","","82","82","","","","110AVMB","Livestock"
"NM-04010","","","308","","","","","","Unused"
"NM-23738","","","200","200","","","","231CHNL","Unused"
"NM-25931","","","50","50","","","","110AVMB","Domestic"
"TV-291","X","","","100","","","","112LAMA","Observation"
"NM-13498","","","","74","","","","110AVMB","Irrigation"
"NM-10643","","","","","","","","313SADR","Unused"
"NM-27034","","","","156","","","","","Domestic"
"NM-18720","","","","388","","","","121OGLL","Irrigation"
"NM-18209","","","","246","","","","110AVMB","Livestock"
"NM-07114","","","149","145","","","","400PCMB","Observation"
"NM-01744","","","","810","","","","110AVMB","Irrigation"
"NM-24052","","","","124","","","","231CHNL","Livestock"
"NM-20719","","","","","","","","110AVMB","Livestock"
"QY-0667","","","58","58","0.4166666567325592","","","110ALVM","Livestock"
"NM-19281","","","","","","","","121OGLL","Irrigation"
"NM-14488","","","","","","","","121OGLL","Livestock"
"NM-25005","","","","153","","","","121OGLL","Unused"
"NM-03898","","","","1000","","","","","Irrigation"
"NM-16080","","","","","","","","121OGLL","Domestic"
"NM-25531","","","","174","","","","121TSUQ","Domestic"
"NM-03061","","","","166","","","","110AVMB","Irrigation"
"NM-09436","","","","","","","","121OGLL","Unused"
"NM-13381","","","","111","","","","231SNRS","Livestock"
"NM-06717","","","","","","","","","Livestock"
"NM-23613","","","","","","","","110AVMB","Unused"
"NM-11080","","","","1000","","","","313SADR","Unused"
"NM-16329","","","","197","","","","231CHNL","Unused"
"ED-0060","","","","","0.6666666865348816","","","231DCKM","Domestic"
"NM-06830","","","","","","","","","Livestock"
"NM-10616","","","","","","","","121OGLL","Livestock"
"NM-12226","","","","1026","","","","313SADR","Irrigation"
"WL-0170","RA-08757","","","","","","","","Livestock"
"NM-18865","","","","","","","","121OGLL","Irrigation"
"NM-04627","","","","155","","","","110AVMB","Unused"
"WL-0282","GSF-00732","","633","633","0.6600000262260437","","","","Public supply"
"SO-0013","","","","","","","","310ABO","Shared domestic"
"NM-09866","","","","187","","","","110AVMB","Domestic"
"SD-0317","X","","159","159","0.5","","","325MDER","Domestic"
"SD-0324","X","","167","167","0.8333333134651184","","","211MVRD","Unused"
"NM-23830","","","","550","","","","112SNTF","Industrial"
"NM-26911","RG-51025","","","125","0.3799999952316284","","","210MNCSL","Domestic"
"ED-0053","","","","160","0.5","","","312RSLR","Livestock"
"NM-27744","","","","52","","","","110AVMB","Livestock"
"NM-24048","","","332","332","","","","325MDER","Domestic"
"NM-10181","","","300","300","","","","","Irrigation"
"NM-21471","","","","","","","","","Livestock"
"NM-06947","","","","106","","","","110AVMB","Unused"
"NM-07572","","","","","","","","","Irrigation"
"TB-0205","T-01758 S","","50","50","0.6000000238418579","","","210MNCS","Domestic"
"NM-00389","","","300","","","","","112SNTF","Livestock"
"NM-05082","","","","","","","","","Unused"
"NM-20083","","","","160","","","","313BRNL","Livestock"
"NM-23040","","","709","709","","","","112SNTF","Domestic"
"NM-18384","","","","","","","","121OGLL","Livestock"
"NM-06304","","","","220","","","","110AVMB","Unused"
"SO-0176","X","","50","50","0.17000000178813934","","","110ALVM","Observation"
"NM-06121","","","","180","","","","110AVMB","Irrigation"
"NM-26973","","","","135","","","","","Domestic"
"NM-22120","","","16","16","","","","110AVMB","Observation"
"NM-17275","","","","280","","","","","Livestock"
"NM-01437","","","","","","","","121OGLL","Irrigation"
"TO-0297","","","","275","1","","","112QTBF","Irrigation"
"NM-07504","","","","90","","","","312RSLR","Livestock"
"NM-23938","","","","298","","","","313SADG","Livestock"
"NM-16399","","","145","145","","","","112SNTF","Domestic"
"NM-09907","","","","971","","","","313GRBG","Unused"
"NM-14615","","","","134","","","","110AVMB","Unused"
"NM-23173","","","","53","","","","221MRSN","Livestock"
"ED-0272","","","","225","0.6666666865348816","","","313CKBF","Livestock"
"NM-07725","","","","","","","","","Irrigation"
"DA-0124","","","","185","","","","112SNTF","Unused"
"NM-18190","","","","","","","","121OGLL","Irrigation"
"NM-05307","","","140","140","","","","110AVMB","Irrigation"
"NM-17656","","","","105","","","","110AVMB","Irrigation"
"NM-25693","","","","386","","","","","Domestic"
"NM-27480","","","","275","","","","313SADR","Irrigation"
"NM-05019","","","","","","","","","Irrigation"
"SB-0287","X","","","235","","","","318BSVP","Irrigation"
"SD-0069","X","","86","86","0.5","","","325MDER","Unused"
"NM-23994","","","","125","","","","112CURB","Domestic"
"NM-18933","","","","140","","","","110AVMB","Livestock"
"NM-25708","","","264","264","","","","","Domestic"
"NM-01852","","","","580","","","","112SNTF","Unused"
"NM-07082","","","104","99","","","","400PCMB","Observation"
"NM-18187","","","","","","","","121OGLL","Livestock"
"WL-0234","X","","","","","","","","Domestic"
"NM-12034","","","","39","","","","110AVMB","Unused"
"NM-24520","","","","248","","","","112ANCH","Livestock"
"NM-15720","","","","91","","","","","Irrigation"
"NM-02451","","","","312","","","","110AVMB","Livestock"
"NM-17564","","","","","","","","110AVMB","Unused"
"NM-09864","","","","1145","","","","313SADR","Unused"
"NM-04803","","","95","","","","","","Unused"
"NM-07649","","","","187","","","","312RSLR","Irrigation"
"NM-06912","","","","","","","","231CHNL","Unused"
"NM-24129","","","805","770","","","","112SNTF","Unused"
"NM-11000","","","","126","","","","121OGLL","Irrigation"
"NM-24305","","","","43","","","","110AVMB","Irrigation"
"NM-26611","","","","37","","","","211FRLD","Observation"
"NM-28088","","","","","","","","","Observation"
"NM-14762","","","","461","","","","313SADR","Irrigation"
"NM-11419","","","","","","","","","Irrigation"
"NM-22523","","","","270","","","","","Unused"
"NM-05832","","","","85","","","","110AVMB","Livestock"
"NM-10584","","","","","","","","121OGLL","Livestock"
"WL-0215","RG-70158","","760","760","0.41999998688697815","760","","211DKOT","Shared domestic"
"NM-11595","","","","102","","","","","Irrigation"
"NM-08132","","","","","","","","","Livestock"
"NM-10204","","","","140","","","","121OGLL","Irrigation"
"DA-0098","","","","","","","","112SNTF","Livestock"
"NM-04370","","","","","","","","110AVMB","Unused"
"NM-03195","FS-00076","","","255","","","","231SNRS","Livestock"
"NM-25320","","","","1200","","","","211GLLP","Public supply"
"NM-25244","","","","230","","","","211DKOT","Irrigation"
"SB-0888","X","","","480","1.2999999523162842","","","","Irrigation"
"NM-20557","","","","214","","","","","Unused"
"NM-26180","","","500","500","","","","211MENF","Livestock"
"NM-14993","","","","","","","","110AVMB","Unused"
"NM-05438","","","","","","","","","Irrigation"
"SV-0031","RG-75185 POD2","","420","420","0.41999998688697815","420","","325MDER","Domestic"
"NM-21953","","","101","101","","","","110BLSN","Domestic"
"NM-27355","","","","317","","","","312RSLR","Unused"
"NM-08465","","","","380","","","","112SNTF","Domestic"
"NM-06138","","","34","34","","","","110AVMB","Unused"
"NM-12138","","","","154","","","","121OGLL","Irrigation"
"NM-04413","","","","335","","","","312RSLR","Unused"
"NM-07711","","","","48","","","","121OGLL","Unused"
"NM-24694","UP-01993","","328","328","0.46000000834465027","328","","326MGDL","Domestic"
"NM-04381","","","","22","","","","110AVMB","Unused"
"NM-01002","","","","","","","","121OGLL","Irrigation"
"NM-17467","","","","75","","","","110AVMB","Unused"
"NM-18378","","","","","","","","121OGLL","Livestock"
"NM-23394","","","","200","","","","","Irrigation"
"NM-15181","","","","","","","","210MNCS","Livestock"
"NM-00612","","","","125","","","","121OGLL","Irrigation"
"NM-01860","","","","400","","","","110AVMB","Irrigation"
"NM-06453","","","2000","1820","","","","110AVMB","Unused"
"NM-06362","","","","158","","","","110AVMB","Irrigation"
"QY-0344","","","108","108","0.4166666567325592","","","231CHNL","Livestock"
"NM-07969","","","","","","","","","Irrigation"
"NM-03915","","","","","","","","","Unused"
"NM-00760","","","","20","","","","110AVMB","Livestock"
"NM-25505","","","","140","","","","","Domestic"
"NM-11303","","","300","300","","","","","Irrigation"
"NM-27111","","","","190","","","","","Domestic"
"NM-07606","","","","65","","","","110AVMB","Livestock"
"NM-27782","","","44","","","","","110AVMB","Livestock"
"SB-0172","X","","","0","","","","112SLBL","Unused"
"NM-14424","","","","","","","","110AVMB","Domestic"
"QY-0657","","","110","110","","","","121OGLL","Livestock"
"NM-24078","","","","","","","","","Unused"
"NM-17815","","","","157","","","","231CHNL","Livestock"
"NM-17903","","","","","","","","121OGLL","Livestock"
"TO-0064","","","","24","","","","310ABO","Domestic"
"SB-0680","X","","","516","","","","112HCBL","Public supply"
"ED-0360","","","","420","0.6666666865348816","","","231DCKM","Livestock"
"NM-19006","","","","","","","","121OGLL","Livestock"
"NM-05072","","","","","","","","110AVMB","Irrigation"
"NM-27214","","","","300","","","","110AVMB","Irrigation"
"SB-0799","X","","","1185","","","","112RLBL","Unused"
"NM-12294","","","","","","","","313SADR","Unused"
"NM-04957","","","300","","","","","","Irrigation"
"NM-00620","","","","157","","","","121OGLL","Irrigation"
"NM-10401","","","","93","","","","121OGLL","Irrigation"
"NM-22272","","","","40","","","","221MRSN","Unused"
"NM-02764","","","","120","","","","121OGLL","Irrigation"
"QY-0951","","","212","212","0.4166666567325592","","","231CHNL","Livestock"
"NM-17725","","","","140","","","","231CHNL","Domestic"
"MI-0094","","","","52","0.4166666567325592","","","260SNAN","Shared domestic"
"NM-01209","","","","","","","","110AVMB","Livestock"
"NM-00178","","","","220","","","","110AVMB","Irrigation"
"NM-27765","","","","197","","","","110AVMB","Irrigation"
"SB-0468","X","","","362","","","","318BSVP","Unused"
"NM-12747","","","","197","","","","121OGLL","Unused"
"NM-13676","","","","260","","","","110AVMB","Unused"
"NM-04533","","","133","","","","","","Livestock"
"NM-05862","","","135","96","","","","110AVMB","Domestic"
"NM-13277","","","","135","","","","110AVMB","Domestic"
"NM-24133","","","308","308","","","","321SGDC","Domestic"
"NM-09202","","","","","","","","","Domestic"
"CX-0145","","","","20","","","","110PTODC","Domestic"
"NM-23995","","","","220","","","","210MNCS","Domestic"
"NM-08737","","","","","","","","110AVMB","Unused"
"NM-03370","","","","270","","","","110AVMB","Unused"
"NM-05914","","","","","","","","","Irrigation"
"NM-22491","","","220","220","","","","231SNRS","Domestic"
"NM-10964","","","","","","","","","Irrigation"
"DE-0021","C-02313","","150","150","0.5699999928474426","150","","","Livestock"
"NM-07558","","","","98","","","","312RSLR","Domestic"
"NM-15033","","","","68","","","","110AVMB","Unused"
"NM-13937","","","","248","","","","313SADR","Domestic"
"NM-17728","","","","68","","","","110AVMB","Livestock"
"NM-26440","","","","","","","","","Unused"
"NM-08189","","","","18","","","","110AVMB","Unused"
"NM-24550","","","","37","","","","121OGLL","Irrigation"
"NM-00485","","","","117","","","","121OGLL","Irrigation"
"NM-26297","","","1746","1746","","","","221WSRC","Livestock"
"NM-14614","","","","133","","","","110AVMB","Irrigation"
"NM-11414","","","","272","","","","110AVMB","Irrigation"
"NM-14642","","","","137","","","","110AVMB","Livestock"
"NM-17695","","","","8","","","","110AVMB","Unused"
"NM-00694","","","","","","","","310YESOG","Livestock"
"NM-13580","","","","577","","","","313SADR","Irrigation"
"NM-06195","","","","80","","","","110AVMB","Domestic"
"NM-21042","","","33","","","","","","Livestock"
"NM-20197","","","144","","","","","211MVRD","Unused"
"HS-015","HS-00209 S2","","","","","","","","Commercial"
"EB-343","X","","","","0.5","","","112ANCH","Livestock"
"NM-15080","","","","","","","","210CRCS","Livestock"
"NM-19125","","","","","","","","110AVMB","Livestock"
"NM-11018","","","","120","","","","121OGLL","Irrigation"
"NM-26688","","","","","","","","110AVMB","Livestock"
"NM-16714","","","","60","","","","","Livestock"
"NM-00132","","","320","","","","","313SADR","Irrigation"
"NM-15839","","","","120","","","","","Irrigation"
"NM-09120","","","","128","","","","121OGLL","Unused"
"NM-18312","","","","285","","","","121OGLL","Irrigation"
"NM-12786","","","","85","","","","","Observation"
"NM-02684","","","","168","","","","110AVMB","Irrigation"
"NM-00447","","","","110","","","","110AVMB","Irrigation"
"WL-0026","RG-29350","","550","550","0.800000011920929","550","","221WSRC","Public supply"
"NM-01464","","","2794","2787","","","","211DLTN","Unused"
"NM-04443","","","243","243","","","","","Irrigation"
"NM-12420","","","266","265","","","","110AVMB","Domestic"
"NM-11550","","","","1100","","","","313SADR","Irrigation"
"NM-12836","","","","425","","","","313ARTS","Unused"
"NM-13079","","","","","","","","231DCKM","Domestic"
"NM-17959","","","335","335","","","","121OGLL","Irrigation"
"NM-19339","","","","232","","","","110AVMB","Unused"
"NM-26177","","","163","163","","","","124SNJS","Domestic"
"NM-14317","","","220","","","","","","Livestock"
"NM-21746","","","520","520","","","","325MDER","Irrigation"
"CP-0023","CC-00522","","355","355","1.6699999570846558","","","","Public supply"
"NM-13112","","","","820","","","","313SADR","Irrigation"
"NM-27064","","","","95","","","","","Domestic"
"NM-04070","","","","","","","","","Irrigation"
"ED-0128","","","","","0.5","","","110ALVM","Livestock"
"NM-11029","","","","","","","","121OGLL","Unused"
"NM-12630","","","2000","600","","","","112SNTF","Domestic"
"QY-0695","","","181","181","1.3333333730697632","","","121OGLL","Unknown"
"SM-0039","PN-00922?","","475","200","0.5","200","","300YESO","Domestic"
"NM-04914","?","","210","210","0.75","","","110AVMB","Domestic"
"NM-14767","","","","","","","","210CRCS","Livestock"
"NM-05568","","","","","","","","121OGLL","Livestock"
"NM-25225","","","404","404","","","","211MENF","Livestock"
"NM-14611","","","","","","","","210CRCS","Unused"
"NM-06686","","","","129","","","","313CPTN","Irrigation"
"NM-19778","","","","","","","","121OGLL","Livestock"
"NM-10074","","","","","","","","121OGLL","Livestock"
"NM-01815","","","","","","","","110AVMB","Irrigation"
"NM-15714","","","","","","","","210CRCS","Livestock"
"NM-24288","","","","25","","","","","Observation"
"NM-09480","","","","82","","","","121OGLL","Unused"
"NM-01891","","","799","799","","","","112SNTF","Unused"
"NM-23261","","","2050","1980","","","","112SNTF","Industrial"
"NM-11021","","","","20","","","","","Irrigation"
"NM-22393","","","","500","","","","","Public supply"
"TO-0207","","","","","0.4166666567325592","","","325MDER","Livestock"
"NM-02205","","","170","","","","","","Livestock"
"NM-15316","","","","","","","","121OGLL","Irrigation"
"QU-061","X","","50","50","0.5400000214576721","","","","Unknown"
"NM-06211","","","29","27","","","","110AVMB","Unused"
"NM-07057","","","756","747","","","","110BLSN","Unused"
"NM-04073","","","","400","0.8999999761581421","380","","","Domestic"
"NM-25825","","","1300","1300","","","","211CLFHV","Livestock"
"NM-22016","","","1204","1179","","","","112SNTF","Unused"
"NM-22835","","","665","665","","","","231CHNL","Livestock"
"UC-0157","CT-00253","","120","120","0.5","","","","Livestock"
"UC-0168","CT-00374","","160","160","0.41999998688697815","","","","Livestock"
"NM-19256","","","","","","","","231SNRS","Unused"
"SB-0029","X","","","0","","","","313CRCX","Irrigation"
"EB-355","RG-38073 X6","","1500","1500","0.5","1290","","121TSUQs","Unused"
"NM-20898","","","98","98","","","","112SNTF","Irrigation"
"NM-26455","","","","","","","","","Unused"
"NM-11078","","","","","","","","121OGLL","Livestock"
"NM-20583","","","","296","","","","121OGLL","Unused"
"NM-02847","","","","","","","","310YESOG","Livestock"
"NM-18286","","","140","140","","","","","Unused"
"NM-01465","UP-02093","","105","105","0.550000011920929","105","","325MDER","Domestic"
"ED-0287","","","","","","","","110ALVM","Irrigation"
"NM-08092","","","","350","","","","313ARTS","Livestock"
"NM-24401","","","","80","","","","110AVMB","Domestic"
"QY-0611","","","","","0.5","","","121OGLL","Livestock"
"UC-0201","CT-00773","","110","110","0.4399999976158142","","","","Livestock"
"NM-07117","","","84","75","","","","400PCMB","Observation"
"NM-19972","","","","230","","","","121OGLL","Unused"
"NM-05010","","","165","165","","","","","Livestock"
"NM-13559","","","","","","","","121OGLL","Domestic"
"NM-14880","","","","209","","","","231CHNL","Livestock"
"NM-24282","","","260","260","","","","326MGDL","Domestic"
"SM-0216","X","","","","0.699999988079071","","","300YESO","Livestock"
"NM-02336","","","","","","","","110AVMB","Irrigation"
"NM-07168","","","","165","","","","110BLSN","Domestic"
"NM-12135","","","","823","","","","313SADR","Irrigation"
"NM-25246","","","3080","1080","","","","211GLLP","Livestock"
"NM-14210","","","","475","","","","313SADR","Irrigation"
"NM-25466","","","","280","","","","211DKOT","Irrigation"
"NM-26882","RG-59519","","440","440","","440","","112SNTFA/112SNTFP","Domestic"
"NM-15050","","","","225","","","","","Observation"
"NM-15081","","","","82","","","","110AVMB","Livestock"
"NM-23308","","","","280","","","","231CHNL","Livestock"
"ED-0095","","","","70","0.6666666865348816","","","313CLBD","Unused"
"NM-00167","","","","204","","","","110AVMB","Public supply"
"NM-25100","UP-01807","","472","472","0.41999998688697815","472","","211DKOT","Domestic"
"NM-14977","","","","225","","","","313ARTS","Irrigation"
"NM-10839","","","","","","","","","Irrigation"
"SO-0202","X","","49","18","0.17000000178813934","","","","Observation"
"NM-09174","","","","840","","","","313SADR","Irrigation"
"NM-02366","","","","270","","","","110AVMB","Irrigation"
"NM-26507","","","86","86","","","","111ALVM","Unused"
"JM-028","LRG-06895","","200","200","0.800000011920929","","","","Livestock"
