"PointID","OSEWellID","OSEWelltagID","HoleDepth","WellDepth","CasingDiameter","CasingDepth","CasingDescription","FormationZone","Meaning"
"NM-26195","","","","521","","","","211DKOT","Livestock"
"NM-21490","","","","30","","","","110AVMB","Livestock"
"NM-25037","RG-19117","","608","608","0.5","608","","121TSUQ","Domestic"
"NM-14603","","","","43","","","","313ARTS","Unused"
"NM-24369","","","","60","","","","112SNTF","Domestic"
"SD-0096","X","","345","345","0.5","","","325MDER","Domestic"
"NM-24071","","","","","","","","","Irrigation"
"NM-16949","","","78","","","","","110AVMB","Livestock"
"NM-21099","","","38","","","","","","Livestock"
"NM-01439","","","","47","","","","110AVMB","Irrigation"
"NM-22933","","","680","670","","","","","Institutional"
"ED-0123","","","","200","0.5","","","313CLBD","Livestock"
"QY-0441","","","222","222","0.5","","","231SNRS","Livestock"
"NM-17477","","","","137","","","","313ARTS","Livestock"
"SV-0057","RG-80840","","280","280","0.46000000834465027","280","","325MDER","Domestic"
"SD-0178","X","","","","5","","","325MDER","Unused"
"NM-11742","","","","","","","","121OGLL","Unused"
"NM-17491","","","","74","","","","313ARTS","Livestock"
"NM-21561","","","17","17","","","","112SNTF","Unused"
"NM-06374","","","","","","","","","Livestock"
"QU-027","RG-12649","","110","110","0.5400000214576721","110","","","Domestic"
"NM-01176","","","629","617","","","","112SNTF","Unused"
"NM-23594","","","110","","","","","","Irrigation"
"TO-0141","","","","256","1.3333333730697632","","","112QTBF","Irrigation"
"NM-11256","","","","120","","","","121OGLL","Domestic"
"NM-19998","","","","200","","","","110AVMB","Unused"
"NM-15748","","","","","","","","","Livestock"
"NM-21051","","","270","238","","","","","Domestic"
"NM-14226","","","","315","","","","313SADR","Irrigation"
"NM-23836","","","600","600","","","","313SADG","Domestic"
"NM-17637","","","","255","","","","110AVMB","Irrigation"
"NM-00459","","","","295","","","","121OGLL","Livestock"
"NM-19317","","","","37","","","","110AVMB","Unused"
"NM-10191","","","","83","","","","110AVMB","Domestic"
"NM-10745","","","","90","","","","121OGLL","Irrigation"
"ED-0324","","","","","","","","110ALVM","Domestic"
"NM-14222","","","","377","","","","313SADR","Irrigation"
"NM-04229","","","200","","","","","110AVMB","Unused"
"NM-15150","","","140","","","","","","Livestock"
"NM-23006","","","22","22","","","","112SNTF","Unused"
"NM-14278","","","","420","","","","313SADR","Irrigation"
"AR-0079","X","","","","","","","","Domestic"
"QY-0126","","","28","28","0.5","","","110ALVM","Livestock"
"NM-27079","","","","190","","","","","Observation"
"NM-00013","","","600","600","","","","112SNTF","Irrigation"
"NM-00992","","","","134","","","","231CHNL","Livestock"
"TO-0084","","","","180","","","","112QTBF","Unused"
"NM-06413","","","","132","","","","110AVMB","Irrigation"
"NM-08894","","","150","148","","","","","Domestic"
"NM-27632","","","","61","","","","110AVMB","Livestock"
"SB-0834","X","","","550","0.5","","","","Domestic"
"NM-22783","","","252","252","","","","","Public supply"
"NM-07420","","","","","","","","","Public supply"
"NM-00519","","","","280","","","","110AVMB","Irrigation"
"NM-02382","","","","152","","","","110AVMB","Unused"
"NM-12568","","","","996","","","","313SADR","Unused"
"NM-01278","","","245","245","","","","313SADG","Irrigation"
"SV-0040","RG-67549","","300","300","0.46000000834465027","300","","310ABO","Domestic"
"NM-17861","","","","160","","","","110AVMB","Domestic"
"NM-09180","","","","","","","","121OGLL","Unused"
"DA-0095","","","","607","","","","","Irrigation"
"SB-0120","X","","","163","","","","112SLBL","Unused"
"NM-24986","","","255","215","","","","121TSUQ","Public supply"
"NM-16294","","","","190","","","","110AVMB","Livestock"
"NM-04659","","","","","","","","","Irrigation"
"EB-603","RG-74926","","700","700","0.5","700","","121TSUQs","Domestic"
"NM-10035","","","","267","","","","121OGLL","Commercial"
"NM-13188","","","","35","","","","121OGLL","Livestock"
"NM-07203","","","","128","","","","110AVMB","Domestic"
"NM-02110","","","","118","","","","110AVMB","Livestock"
"NM-01376","","","","1730","","","","313SADG","Livestock"
"NM-11325","","","","170","","","","121OGLL","Unused"
"NM-25262","","","","105","","","","","Domestic"
"NM-06834","","","","377","","","","312RSLR","Livestock"
"QU-003","RG-10641 S","","200","200","0.550000011920929","500","","","Public supply"
"NM-24872","","","","69","","","","","Irrigation"
"NM-12235","","","","","","","","121OGLL","Unused"
"NM-14006","","","","528","","","","313SADR","Irrigation"
"NM-12980","","","","36","","","","121OGLL","Livestock"
"NM-04259","","","","","","","","110AVMB","Unused"
"NM-05100","","","230","230","","","","110AVMB","Irrigation"
"NM-19531","","","","350","","","","121OGLL","Irrigation"
"NM-24746","","","","","","","","","Irrigation"
"NM-12087","","","","145","","","","121OGLL","Unused"
"NM-03621","","","","","","","","110AVMB","Irrigation"
"NM-26442","SJ-00666","","35","35","0.6000000238418579","35","","110AVMB","Irrigation"
"NM-21239","","","31","31","","","","112SNTF","Unused"
"NM-14185","","","","11","","","","","Unused"
"SB-0490","X","","","906","","","","112HCBL","Industrial"
"NM-09109","","","","","","","","","Domestic"
"NM-10850","","","","92","","","","","Domestic"
"NM-24867","RG-24369","","137","137","0.550000011920929","137","","112ANCH","Unused"
"ED-0297","","","","165","","","","110ALVM","Irrigation"
"EB-470","RG-78582","","770","770","0.5728999972343445","770","","121TSUQsa","Domestic"
"NM-27941","","","","30","","","","110AVMB","Livestock"
"NM-04587","","","","300","","","","110AVMB","Unused"
"NM-14648","","","","","","","","231SNRS","Livestock"
"NM-15922","","","","","","","","121OGLL","Unused"
"NM-14820","","","","444","","","","313SADR","Irrigation"
"TB-0034","X","","","","0.5","","","112QTBF","Irrigation"
"NM-04622","","","","","","","","","Domestic"
"NM-05971","","","","","","","","110AVMB","Livestock"
"DA-0103","","","","","","","","","Livestock"
"TV-132","RG-78874 CLW","","460","400","0.550000011920929","400","","410PRCQf","Domestic"
"NM-10799","","","","65","","","","","Domestic"
"NM-22334","","","","140","","","","231CHNL","Irrigation"
"NM-12339","","","","122","","","","110AVMB","Unused"
"NM-00387","","","","100","","","","121OGLL","Irrigation"
"NM-08388","","","","178","","","","121OGLL","Public supply"
"ED-0117","","","","155","","","","313CLBD","Livestock"
"NM-20796","","","","589","","","","211GLLP","Livestock"
"NM-18611","","","","430","","","","121OGLL","Unused"
"NM-18856","","","","10","","","","110AVMB","Domestic"
"NM-21876","","","34","34","","","","112SNTF","Unused"
"NM-08279","","","","","","","","121OGLL","Livestock"
"HS-072","HS-00076","","79","219","0.5","162","","","Domestic"
"NM-25187","","","","31","","","","211DKOT","Irrigation"
"NM-25382","","","","179","","","","","Domestic"
"NM-26050","","","","","","","","110AVMB","Irrigation"
"NM-17191","","","","190","","","","231CHNL","Livestock"
"NM-16654","","","","100","","","","110AVMB","Livestock"
"NM-08997","","","","","","","","","Unused"
"SV-0022","RG-71097 POD1","","140","140","0.41999998688697815","140","","325MDER","Domestic"
"NM-26844","","","","50","","","","","Observation"
"QY-0228","","","44","44","0.5","","","110ALVM","Domestic"
"NM-15194","","","","","","","","110AVMB","Unused"
"NM-05941","","","","795","","","","231SNRS","Unused"
"NM-04194","","","","200","","","","110AVMB","Irrigation"
"NM-01364","","","","300","","","","231SNRS","Livestock"
"BW-0811","","","","70","0.5","","","121OGLL","Domestic"
"TB-0196","T-01216","","300","300","0.550000011920929","","","180TKSCC_Upper","Unused"
"QU-041","RG-61318","","134","134","0.47999998927116394","134","","","Domestic"
"NM-08556","","","","80","","","","121OGLL","Domestic"
"SD-0206","X","","400","400","","","","325MDER","Unused"
"NM-14173","","","","100","","","","121OGLL","Livestock"
"NM-25875","","","","","","","","220ENRD","Irrigation"
"NM-04351","","","","130","","","","","Irrigation"
"QY-0048","","","240","240","0.4166666567325592","","","220ENRD","Livestock"
"NM-07464","","","","","","","","","Unused"
"BW-0799","","","","130","0.5","","","210CRCS","Shared domestic"
"SB-0748","X","","","521","","","","112HCBL","Unused"
"NM-27195","E-06385","","180","180","0.5400000214576721","180","","","Domestic"
"NM-16104","","","","","","","","121OGLL","Unused"
"NM-18131","","","","","","","","231SNRS","Domestic"
"NM-08765","","","247","","","","","","Livestock"
"NM-24883","","","","162","","","","","Domestic"
"NM-12602","","","","","","","","121OGLL","Livestock"
"NM-27373","","","32","32","","","","110ALVM","Observation"
"NM-12822","","","","126","","","","110AVMB","Irrigation"
"MI-0156","","","","69","0.5","","","231SNRS","Shared domestic"
"NM-24108","","","","66","","","","112SNTF","Domestic"
"NM-22711","","","","180","","","","313SADG","Domestic"
"NM-01583","","","","179","","","","121OGLL","Irrigation"
"NM-20776","","","275","275","","","","110AVMB","Irrigation"
"NM-14941","","","","208","","","","210CRCS","Livestock"
"NM-15555","","","","125","","","","210CRCS","Unused"
"NM-06502","","","","320","","","","231CHNL","Domestic"
"NM-19195","","","200","","","","","","Irrigation"
"NM-04056","","","453","","","","","","Livestock"
"NM-09654","","","210","188","","","","110AVMB","Irrigation"
"NM-21473","","","","","","","","110AVMB","Livestock"
"NM-13176","","","","791","","","","313SADR","Domestic"
"NM-21474","","","","460","","","","310YESOG","Commercial"
"NM-15713","","","","129","","","","","Irrigation"
"SD-0003","X","","200","200","","","","325MDER","Public supply"
"NM-07686","","","","","","","","312RSLR","Irrigation"
"TO-0327","","","","105","0.5","","","310GLOR","Livestock"
"MI-0155","","","","95","","","","231SNRS","Domestic"
"NM-16139","","","","79","","","","","Irrigation"
"NM-25044","","","","33","","","","","Irrigation"
"NM-03494","","","","125","","","","110AVMB","Livestock"
"NM-02254","","","380","380","","","","112SNTF","Unused"
"NM-24684","RG-03561","","","250","0.4699999988079071","225","","112ANCH","Domestic"
"SA-0124","RG-61147","","320","320","","","","112QTBF","Livestock"
"NM-03616","","","","160","","","","121OGLL","Irrigation"
"NM-27379","","","","160","","","","312RSLR","Irrigation"
"NM-17787","","","500","","","","","","Livestock"
"NM-17701","","","160","","","","","","Livestock"
"NM-21469","","","","","","","","110AVMB","Livestock"
"NM-20666","","","","","","","","121OGLL","Irrigation"
"NM-21962","","","","160","","","","110AVMB","Domestic"
"NM-27287","","","249","249","","","","110BLSN","Observation"
"NM-14076","","","","311","","","","313SADR","Irrigation"
"NM-18586","","","","195","","","","110AVMB","Domestic"
"NM-18972","","","","443","","","","121OGLL","Irrigation"
"NM-21263","","","29","29","","","","112SNTF","Unused"
"NM-02133","","","565","","","","","","Irrigation"
"NM-25314","","","3338","1962","","","","211GLLP","Unused"
"NM-18202","","","","326","","","","121OGLL","Irrigation"
"NM-19094","","","","430","","","","121OGLL","Unused"
"SA-0125","RG-61146","","340","340","0.5400000214576721","","","112QTBF","Livestock"
"NM-01342","","","","1400","","","","","Unused"
"PC-102","RG-54556 S2","","800","800","0.5","800","","112SNTFP","Public supply"
"NM-15461","","","","","","","","210CRCS","Irrigation"
"NM-13324","","","","","","","","121OGLL","Unused"
"NM-04773","","","","","","","","","Irrigation"
"NM-18628","","","","","","","","110AVMB","Livestock"
"NM-02242","M-00027 S4","","400","400","1","400","","110AVMB","Irrigation"
"SO-0060","","","","400","","","","112SNTF","Shared domestic"
"NM-04602","","","","100","","","","110AVMB","Unused"
"NM-14045","","","","","","","","110AVMB","Irrigation"
"NM-02345","","","","220","","","","110AVMB","Irrigation"
"NM-12782","","","","","","","","110AVMB","Unused"
"NM-23246","","","1780","1715","","","","112SNTF","Unused"
"NM-16792","","","140","140","","","","121OGLL","Domestic"
"NM-26789","","","","120","","","","110AVMB","Livestock"
"NM-13201","","","","","","","","121OGLL","Domestic"
"AR-0023","SJ-02814","","31","31","0.5","31","","","Domestic"
"NM-21079","","","20","","","","","110AVMB","Livestock"
"NM-12213","","","","","","","","121OGLL","Unused"
"MI-0230","","","","32","","","","211DKOT/217PRGR/110AVMB","Industrial"
"NM-26562","","","","140","","","","110AVMB","Domestic"
"NM-12095","","","","","","","","121OGLL","Livestock"
"NM-14939","","","","110","","","","110AVMB","Livestock"
"NM-01564","","","","","","","","","Livestock"
"MI-0063","","","","","0.3333333432674408","","","231SNRS","Shared domestic"
"SA-0142","RG-43326","","67","67","0.5600000023841858","67","","050QUAL","Domestic"
"NM-07340","","","","300","","","","110BLSN","Irrigation"
"NM-14149","","","","403","","","","313SADR","Unused"
"ED-0161","","","","68","","","","313CKBF","Livestock"
"NM-05302","","","","152","","","","110AVMB","Irrigation"
"NM-09227","","","","766","","","","313SADR","Irrigation"
"EB-146","exempt","","32","32","0.17000000178813934","32","","121TSUQs","Observation"
"SM-0075","PN-00046","","176","176","0.5799999833106995","176","","300YESO","Domestic"
"NM-00259","","","","320","","","","313CPTN","Irrigation"
"NM-10916","","","","336","","","","121OGLL","Industrial"
"NM-17405","","","","192","","","","110AVMB","Irrigation"
"NM-22817","","","","106","","","","110AVMB","Domestic"
"NM-18951","","","50","","","","","210MNCS","Domestic"
"NM-01584","","","","132","","","","121OGLL","Livestock"
"NM-10796","","","","107","","","","121OGLL","Livestock"
"NM-24318","","","103","103","","","","211DKOT","Domestic"
"DA-0089","","","","675","","","","112SNTF","Public supply"
"NM-14689","","","64","","","","","","Livestock"
"QY-0574","","","111","111","1.5","","","121OGLL","Irrigation"
"NM-23602","","","","580","","","","","Public supply"
"NM-09901","","","","","","","","","Irrigation"
"NM-02609","","","","945","","","","313SADR","Irrigation"
"NM-19532","","","","90","","","","121OGLL","Livestock"
"NM-27005","","","","259","","","","","Domestic"
"NM-09742","","","20","20","","","","110ALVM","Unused"
"NM-15170","","","","","","","","210CRCS","Domestic"
"NM-08651","","","","111","","","","110AVMB","Domestic"
"NM-27231","","","160","158","","","","","Domestic"
"NM-15699","","","30","","","","","","Domestic"
"NM-13197","","","","","","","","313SADR","Domestic"
"NM-17803","","","298","298","","","","121OGLL","Irrigation"
"QY-0953","","","26","26","0.5833333134651184","","","110AVMB","Livestock"
"SA-0246","RG-60978","","80","80","","","","","Livestock"
"NM-11378","","","","135","","","","121OGLL","Irrigation"
"NM-08587","","","700","","","","","121GILA","Unused"
"EB-257","RG-17341","","130","130","0.5600000023841858","130","","121TSUQa","Unknown"
"NM-18892","","","","","","","","121OGLL","Livestock"
"NM-26298","","","","25","","","","","Domestic"
"NM-24911","RG-22140","","","259","0.550000011920929","259","","121TSUQ","Domestic"
"SB-0548","X","","","263","","","","210CRCS","Livestock"
"NM-24238","","","","435","","","","","Unused"
"NM-01540","","","","","","","","110AVMB","Domestic"
"NM-19105","","","","428","","","","121OGLL","Unused"
"NM-27471","","","","90","","","","110AVMB","Livestock"
"NM-03458","","","","220","","","","231CHNL","Livestock"
"NM-03482","","","","","","","","112SNTF","Livestock"
"NM-07565","","","","","","","","312RSLR","Unused"
"NM-11259","","","","","","","","121OGLL","Livestock"
"NM-17171","","","","113","","","","110AVMB","Irrigation"
"TB-0062","T-00442 S","","200","200","0.8299999833106995","190","","050QUAL","Livestock"
"NM-17625","","","","47","","","","","Livestock"
"NM-16698","","","","","","","","231CHNL","Livestock"
"NM-05922","","","","","","","","","Livestock"
